"Kód štátu";"Názov štátu";"Pohlavie";"5-ročné vekové skupiny";"Vzdelanie";"Zamestnanie (ISCO - triedy)";"abs."
SK0;Slovenská republika;žena;35 - 39 rokov;úplné stredné vzdelanie s maturitou všeobecné;Pomocní pracovníci pri príprave jedla;40
SK0;Slovenská republika;žena;35 - 39 rokov;úplné stredné vzdelanie s maturitou všeobecné;Pouliční predavači a pomocní pracovníci v podobných  službách;1
SK0;Slovenská republika;žena;35 - 39 rokov;úplné stredné vzdelanie s maturitou všeobecné;Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;14
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);nezistené;644
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Poddôstojníci ozbrojených síl;6
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Ostatné ozbrojené sily;7
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;47
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Riadiaci pracovníci (manažéri)  administratívnych, podporných a obchodných  činností;38
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;32
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Riadiaci pracovníci (manažéri) v hotelových, reštauračných, obchodných a v ostatných službách;42
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Špecialisti v oblasti vedy a techniky;46
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Špecialisti v zdravotníctve;84
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Učitelia a odborní pedagogickí pracovníci;211
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Špecialisti administratívnych, podporných a obchodných činností;221
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Špecialisti v oblasti informačných a komunikačných technológií;16
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Špecialisti v oblasti práva, sociálnych vecí a kultúry;36
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Technici a odborní pracovníci v oblasti vedy a techniky;136
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Odborní pracovníci v zdravotníctve;227
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Odborní pracovníci administratívnych, podporných a obchodných činností;349
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;95
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Technici v oblasti informačných a komunikačných technológií;6
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Všeobecní administratívni pracovníci a zapisovatelia;327
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Administratívni pracovníci v zákazníckych službách;208
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Administratívni pracovníci na záznam číselných a skladových údajov;506
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Ostatní pomocní administratívni pracovníci;158
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Pracovníci v osobných službách;541
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Predavači;1453
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Pracovníci v oblasti osobnej starostlivosti;277
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Pracovníci verejnej ochrany a bezpečnostných služieb;33
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Kvalifikovaní pracovníci v poľnohospodárstve (trhovo orientovaní);18
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Kvalifikovaní pracovníci v lesníctve, rybárstve a poľovníctve (trhovo orientovaní);3
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Farmári, rybári, poľovníci a zberači úrody (samozásobovatelia);1
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Kvalifikovaní stavební robotníci a remeselníci okrem elektrikárov;7
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;50
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Umeleckí a ruční remeselníci a tlačiari;33
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Elektrikári a elektronici;13
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Spracovatelia a výrobcovia potravinárskych výrobkov, výrobkov z dreva a odevov;344
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Operátori stacionárnych strojov a zariadení;381
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Montážni robotníci;400
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Vodiči a obsluha pojazdných strojných zariadení;36
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Upratovači a pomocníci;270
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Pomocní pracovníci v poľnohospodárstve, lesníctve a rybárstve;8
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;138
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Pomocní pracovníci pri príprave jedla;140
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Pouliční predavači a pomocní pracovníci v podobných  službách;1
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;11
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);nezistené;92
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Poddôstojníci ozbrojených síl;3
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Ostatné ozbrojené sily;1
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;8
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Riadiaci pracovníci (manažéri)  administratívnych, podporných a obchodných  činností;9
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;10
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Riadiaci pracovníci (manažéri) v hotelových, reštauračných, obchodných a v ostatných službách;10
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Špecialisti v oblasti vedy a techniky;15
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Špecialisti v zdravotníctve;72
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Učitelia a odborní pedagogickí pracovníci;283
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Špecialisti administratívnych, podporných a obchodných činností;80
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Špecialisti v oblasti informačných a komunikačných technológií;10
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Špecialisti v oblasti práva, sociálnych vecí a kultúry;10
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Technici a odborní pracovníci v oblasti vedy a techniky;24
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Odborní pracovníci v zdravotníctve;172
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Odborní pracovníci administratívnych, podporných a obchodných činností;114
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;14
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Technici v oblasti informačných a komunikačných technológií;4
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Všeobecní administratívni pracovníci a zapisovatelia;101
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Administratívni pracovníci v zákazníckych službách;51
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Administratívni pracovníci na záznam číselných a skladových údajov;131
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Ostatní pomocní administratívni pracovníci;26
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Pracovníci v osobných službách;78
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Predavači;158
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Pracovníci v oblasti osobnej starostlivosti;58
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Pracovníci verejnej ochrany a bezpečnostných služieb;22
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Kvalifikovaní pracovníci v poľnohospodárstve (trhovo orientovaní);8
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Kvalifikovaní stavební robotníci a remeselníci okrem elektrikárov;3
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;7
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Umeleckí a ruční remeselníci a tlačiari;3
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Elektrikári a elektronici;1
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Spracovatelia a výrobcovia potravinárskych výrobkov, výrobkov z dreva a odevov;37
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Operátori stacionárnych strojov a zariadení;30
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Montážni robotníci;40
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Vodiči a obsluha pojazdných strojných zariadení;8
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Upratovači a pomocníci;36
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Pomocní pracovníci v poľnohospodárstve, lesníctve a rybárstve;1
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;9
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Pomocní pracovníci pri príprave jedla;15
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;1
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);nezistené;91
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Poddôstojníci ozbrojených síl;1
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;16
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Riadiaci pracovníci (manažéri)  administratívnych, podporných a obchodných  činností;22
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;14
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Riadiaci pracovníci (manažéri) v hotelových, reštauračných, obchodných a v ostatných službách;11
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Špecialisti v oblasti vedy a techniky;18
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Špecialisti v zdravotníctve;278
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Učitelia a odborní pedagogickí pracovníci;156
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Špecialisti administratívnych, podporných a obchodných činností;107
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Špecialisti v oblasti informačných a komunikačných technológií;11
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Špecialisti v oblasti práva, sociálnych vecí a kultúry;31
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Technici a odborní pracovníci v oblasti vedy a techniky;20
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Odborní pracovníci v zdravotníctve;317
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Odborní pracovníci administratívnych, podporných a obchodných činností;126
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;13
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Technici v oblasti informačných a komunikačných technológií;3
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Všeobecní administratívni pracovníci a zapisovatelia;52
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Administratívni pracovníci v zákazníckych službách;42
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Administratívni pracovníci na záznam číselných a skladových údajov;82
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Ostatní pomocní administratívni pracovníci;20
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Pracovníci v osobných službách;42
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Predavači;75
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Pracovníci v oblasti osobnej starostlivosti;25
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Pracovníci verejnej ochrany a bezpečnostných služieb;2
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Kvalifikovaní pracovníci v poľnohospodárstve (trhovo orientovaní);4
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Umeleckí a ruční remeselníci a tlačiari;1
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Elektrikári a elektronici;1
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Spracovatelia a výrobcovia potravinárskych výrobkov, výrobkov z dreva a odevov;14
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Operátori stacionárnych strojov a zariadení;7
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Montážni robotníci;18
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Vodiči a obsluha pojazdných strojných zariadení;1
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Upratovači a pomocníci;10
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;6
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Pomocní pracovníci pri príprave jedla;7
SK0;Slovenská republika;žena;35 - 39 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;1
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie (bližšie neuvedené);nezistené;7
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie (bližšie neuvedené);Učitelia a odborní pedagogickí pracovníci;3
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);nezistené;533
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Dôstojníci ozbrojených síl;1
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Poddôstojníci ozbrojených síl;18
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Ostatné ozbrojené sily;5
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;66
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Riadiaci pracovníci (manažéri)  administratívnych, podporných a obchodných  činností;159
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;137
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Riadiaci pracovníci (manažéri) v hotelových, reštauračných, obchodných a v ostatných službách;33
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Špecialisti v oblasti vedy a techniky;90
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Špecialisti v zdravotníctve;542
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Učitelia a odborní pedagogickí pracovníci;899
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Špecialisti administratívnych, podporných a obchodných činností;684
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Špecialisti v oblasti informačných a komunikačných technológií;92
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Špecialisti v oblasti práva, sociálnych vecí a kultúry;145
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Technici a odborní pracovníci v oblasti vedy a techniky;84
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Odborní pracovníci v zdravotníctve;646
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Odborní pracovníci administratívnych, podporných a obchodných činností;813
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;96
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Technici v oblasti informačných a komunikačných technológií;16
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Všeobecní administratívni pracovníci a zapisovatelia;548
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Administratívni pracovníci v zákazníckych službách;169
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Administratívni pracovníci na záznam číselných a skladových údajov;428
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Ostatní pomocní administratívni pracovníci;89
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Pracovníci v osobných službách;182
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Predavači;362
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Pracovníci v oblasti osobnej starostlivosti;110
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Pracovníci verejnej ochrany a bezpečnostných služieb;61
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Kvalifikovaní pracovníci v poľnohospodárstve (trhovo orientovaní);4
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Kvalifikovaní pracovníci v lesníctve, rybárstve a poľovníctve (trhovo orientovaní);1
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;2
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Umeleckí a ruční remeselníci a tlačiari;8
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Elektrikári a elektronici;1
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Spracovatelia a výrobcovia potravinárskych výrobkov, výrobkov z dreva a odevov;73
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Operátori stacionárnych strojov a zariadení;36
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Montážni robotníci;46
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Vodiči a obsluha pojazdných strojných zariadení;9
SK0;Slovenská republika;žena;35 - 39 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Upratovači a pomocníci;41
