"Kód štátu";"Názov štátu";"Pohlavie";"Vek";"Vzdelanie";"Súčasná ekonomická aktivita";"abs."
SK0;Slovenská republika;muž;18;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);osoba v domácnosti;16
SK0;Slovenská republika;muž;18;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci (okrem dôchodcov);2
SK0;Slovenská republika;muž;18;vysokoškolské vzdelanie - 1. stupeň (Bc.);osoba v domácnosti;5
SK0;Slovenská republika;muž;18;bez školského vzdelania – osoby vo veku 15 rokov a viac;nezistené;73
SK0;Slovenská republika;muž;18;bez školského vzdelania – osoby vo veku 15 rokov a viac;pracujúci (okrem dôchodcov);3
SK0;Slovenská republika;muž;18;bez školského vzdelania – osoby vo veku 15 rokov a viac;nezamestnaný;12
SK0;Slovenská republika;muž;18;bez školského vzdelania – osoby vo veku 15 rokov a viac;osoba v domácnosti;28
SK0;Slovenská republika;muž;18;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;8
SK0;Slovenská republika;muž;19;nezistené;nezistené;899
SK0;Slovenská republika;muž;19;nezistené;pracujúci (okrem dôchodcov);282
SK0;Slovenská republika;muž;19;nezistené;pracujúci dôchodca;1
SK0;Slovenská republika;muž;19;nezistené;osoba na rodičovskej dovolenke;3
SK0;Slovenská republika;muž;19;nezistené;nezamestnaný;3
SK0;Slovenská republika;muž;19;nezistené;žiak strednej školy;1
SK0;Slovenská republika;muž;19;nezistené;študent vysokej školy;1
SK0;Slovenská republika;muž;19;nezistené;osoba v domácnosti;26
SK0;Slovenská republika;muž;19;nezistené;dôchodca;22
SK0;Slovenská republika;muž;19;nezistené;iná;12
SK0;Slovenská republika;muž;19;základné vzdelanie (bližšie neuvedené);nezistené;1
SK0;Slovenská republika;muž;19;základné vzdelanie (bližšie neuvedené);pracujúci (okrem dôchodcov);1
SK0;Slovenská republika;muž;19;základné vzdelanie (bližšie neuvedené);nezamestnaný;62
SK0;Slovenská republika;muž;19;základné vzdelanie - 1. stupeň základnej školy;nezistené;11
SK0;Slovenská republika;muž;19;základné vzdelanie - 1. stupeň základnej školy;pracujúci (okrem dôchodcov);123
SK0;Slovenská republika;muž;19;základné vzdelanie - 1. stupeň základnej školy;osoba na rodičovskej dovolenke;4
SK0;Slovenská republika;muž;19;základné vzdelanie - 1. stupeň základnej školy;nezamestnaný;96
SK0;Slovenská republika;muž;19;základné vzdelanie - 1. stupeň základnej školy;osoba v domácnosti;265
SK0;Slovenská republika;muž;19;základné vzdelanie - 1. stupeň základnej školy;dôchodca;32
SK0;Slovenská republika;muž;19;základné vzdelanie - 1. stupeň základnej školy;iná;13
SK0;Slovenská republika;muž;19;základné vzdelanie - 2. stupeň základnej školy;nezistené;54
SK0;Slovenská republika;muž;19;základné vzdelanie - 2. stupeň základnej školy;pracujúci (okrem dôchodcov);746
SK0;Slovenská republika;muž;19;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;7
SK0;Slovenská republika;muž;19;základné vzdelanie - 2. stupeň základnej školy;osoba na rodičovskej dovolenke;19
SK0;Slovenská republika;muž;19;základné vzdelanie - 2. stupeň základnej školy;nezamestnaný;542
SK0;Slovenská republika;muž;19;základné vzdelanie - 2. stupeň základnej školy;žiak strednej školy;7707
SK0;Slovenská republika;muž;19;základné vzdelanie - 2. stupeň základnej školy;osoba v domácnosti;1118
SK0;Slovenská republika;muž;19;základné vzdelanie - 2. stupeň základnej školy;dôchodca;226
SK0;Slovenská republika;muž;19;základné vzdelanie - 2. stupeň základnej školy;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;19;základné vzdelanie - 2. stupeň základnej školy;iná;55
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);nezistené;2
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);pracujúci (okrem dôchodcov);6
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);nezamestnaný;35
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);žiak strednej školy;48
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);iná;4
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);nezistené;6
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci (okrem dôchodcov);167
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;1
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);osoba na rodičovskej dovolenke;2
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);nezamestnaný;60
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);žiak strednej školy;116
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);osoba v domácnosti;108
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);dôchodca;19
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);iná;1
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;nezistené;7
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci (okrem dôchodcov);999
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci dôchodca;5
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;osoba na rodičovskej dovolenke;3
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;nezamestnaný;355
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;žiak strednej školy;812
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;osoba v domácnosti;171
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;dôchodca;31
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;iná;4
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;nezistené;46
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci (okrem dôchodcov);255
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci dôchodca;1
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;nezamestnaný;83
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;žiak strednej školy;215
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;osoba v domácnosti;47
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;dôchodca;4
SK0;Slovenská republika;muž;19;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;iná;1
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou (bližšie neuvedené);nezistené;2
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou (bližšie neuvedené);pracujúci (okrem dôchodcov);1
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou (bližšie neuvedené);žiak strednej školy;3
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou (bližšie neuvedené);študent vysokej školy;1
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;nezistené;3
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci (okrem dôchodcov);743
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci dôchodca;1
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;nezamestnaný;244
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;žiak strednej školy;372
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;študent vysokej školy;368
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;osoba v domácnosti;77
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;dôchodca;4
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné;nezistené;1
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné;pracujúci (okrem dôchodcov);1173
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné;pracujúci dôchodca;3
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné;nezamestnaný;506
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné;žiak strednej školy;748
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné;študent vysokej školy;1639
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné;osoba v domácnosti;245
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné;dôchodca;6
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou odborné;iná;4
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou všeobecné;pracujúci (okrem dôchodcov);455
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou všeobecné;pracujúci dôchodca;1
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou všeobecné;nezamestnaný;127
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou všeobecné;žiak strednej školy;409
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou všeobecné;študent vysokej školy;1803
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou všeobecné;osoba v domácnosti;680
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou všeobecné;dôchodca;7
SK0;Slovenská republika;muž;19;úplné stredné vzdelanie s maturitou všeobecné;príjemca kapitálových príjmov;4
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);nezistené;1
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci (okrem dôchodcov);89
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);nezamestnaný;31
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);žiak strednej školy;139
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);študent vysokej školy;81
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);osoba v domácnosti;23
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);dôchodca;1
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci (okrem dôchodcov);15
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);nezamestnaný;3
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);žiak strednej školy;37
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);študent vysokej školy;39
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);osoba v domácnosti;10
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci (okrem dôchodcov);14
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);nezamestnaný;3
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);žiak strednej školy;6
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);študent vysokej školy;14
SK0;Slovenská republika;muž;19;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);osoba v domácnosti;8
SK0;Slovenská republika;muž;19;vysokoškolské vzdelanie (bližšie neuvedené);pracujúci (okrem dôchodcov);5
SK0;Slovenská republika;muž;19;vysokoškolské vzdelanie (bližšie neuvedené);nezamestnaný;3
SK0;Slovenská republika;muž;19;vysokoškolské vzdelanie (bližšie neuvedené);študent vysokej školy;1
SK0;Slovenská republika;muž;19;vysokoškolské vzdelanie (bližšie neuvedené);osoba v domácnosti;3
SK0;Slovenská republika;muž;19;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci (okrem dôchodcov);3
SK0;Slovenská republika;muž;19;vysokoškolské vzdelanie - 1. stupeň (Bc.);žiak strednej školy;1
SK0;Slovenská republika;muž;19;vysokoškolské vzdelanie - 1. stupeň (Bc.);študent vysokej školy;21
